date,month,year,axis,origin,destination,number_of_trains_scheduled,number_of_train_canceled,trains_late_at_destination,number_of_trains_actual,percentage_trains_canceled,reliability,line
2019-01,1,2019,Intercites,briancon,paris,31.0,0.0,9.0,31.0,0.0,71.0,briancon:paris
2019-02,2,2019,Intercites,paris,caen,232.0,2.0,33.0,230.0,0.86,85.7,paris:caen
2019-02,2,2019,Intercites,cherbourg,paris,188.0,1.0,8.0,187.0,0.53,95.7,cherbourg:paris
2019-02,2,2019,Intercites,paris,clermont-ferrand,211.0,3.0,17.0,208.0,1.42,91.8,paris:clermont-ferrand
2019-02,2,2019,Intercites,bordeaux-st-jean,nantes,84.0,1.0,2.0,83.0,1.19,97.6,bordeaux-st-jean:nantes
2019-02,2,2019,Intercites,bordeaux-st-jean,marseille-st-charles,211.0,0.0,32.0,211.0,0.0,84.8,bordeaux-st-jean:marseille-st-charles
2019-02,2,2019,Intercites,toulouse,paris,27.0,0.0,0.0,27.0,0.0,100.0,toulouse:paris
2019-02,2,2019,Intercites,latour-de-carol,paris,27.0,1.0,0.0,26.0,3.7,100.0,latour-de-carol:paris
2019-02,2,2019,Intercites,briancon,paris,27.0,0.0,3.0,27.0,0.0,88.9,briancon:paris
2019-03,3,2019,Intercites,paris,rouen-rive-droite,333.0,4.0,33.0,329.0,1.2,90.0,paris:rouen-rive-droite
2019-03,3,2019,Intercites,caen,tours,67.0,0.0,11.0,67.0,0.0,83.6,caen:tours
2019-03,3,2019,Intercites,bordeaux-st-jean,nantes,92.0,1.0,3.0,91.0,1.09,96.7,bordeaux-st-jean:nantes
2019-03,3,2019,Intercites,paris,brive,186.0,0.0,26.0,186.0,0.0,86.0,paris:brive
2019-03,3,2019,Intercites,toulouse,paris,85.0,2.0,7.0,83.0,2.35,91.6,toulouse:paris
2019-04,4,2019,Intercites,caen,paris,196.0,3.0,9.0,193.0,1.53,95.3,caen:paris
2019-04,4,2019,Intercites,tours,caen,60.0,1.0,4.0,59.0,1.67,93.2,tours:caen
2019-04,4,2019,Intercites,granville,paris,167.0,0.0,9.0,167.0,0.0,94.6,granville:paris
2019-04,4,2019,Intercites,clermont-ferrand,beziers,54.0,0.0,0.0,54.0,0.0,100.0,clermont-ferrand:beziers
2019-04,4,2019,Intercites,paris,toulouse,80.0,1.0,11.0,79.0,1.25,86.1,paris:toulouse
2019-05,5,2019,Intercites,paris,trouville-deauville,99.0,0.0,14.0,99.0,0.0,85.9,paris:trouville-deauville
2019-05,5,2019,Intercites,beziers,clermont-ferrand,39.0,2.0,3.0,37.0,5.13,91.9,beziers:clermont-ferrand
2019-05,5,2019,Intercites,clermont-ferrand,beziers,40.0,2.0,1.0,38.0,5.0,97.4,clermont-ferrand:beziers
2019-05,5,2019,Intercites,lyon,nantes,59.0,2.0,7.0,57.0,3.39,87.7,lyon:nantes
2019-05,5,2019,Intercites,bordeaux-st-jean,nantes,93.0,2.0,11.0,91.0,2.15,87.9,bordeaux-st-jean:nantes
2019-05,5,2019,Intercites,brive,paris,205.0,0.0,10.0,205.0,0.0,95.1,brive:paris
2019-05,5,2019,Intercites,briancon,paris,29.0,2.0,8.0,27.0,6.9,70.4,briancon:paris
2019-06,6,2019,Intercites,caen,paris,188.0,12.0,37.0,176.0,6.38,79.0,caen:paris
2019-06,6,2019,Intercites,paris,trouville-deauville,106.0,1.0,30.0,105.0,0.94,71.4,paris:trouville-deauville
2019-06,6,2019,Intercites,le-havre,paris,352.0,3.0,47.0,349.0,0.85,86.5,le-havre:paris
2019-06,6,2019,Intercites,paris,le-havre,342.0,2.0,55.0,340.0,0.58,83.8,paris:le-havre
2019-06,6,2019,Intercites,beziers,clermont-ferrand,30.0,0.0,4.0,30.0,0.0,86.7,beziers:clermont-ferrand
2019-06,6,2019,Intercites,clermont-ferrand,beziers,48.0,1.0,11.0,47.0,2.08,76.6,clermont-ferrand:beziers
2019-07,7,2019,Intercites,cherbourg,paris,213.0,3.0,35.0,210.0,1.41,83.3,cherbourg:paris
2019-07,7,2019,Intercites,lyon,nantes,62.0,2.0,14.0,60.0,3.23,76.7,lyon:nantes
2019-07,7,2019,Intercites,nantes,lyon,62.0,3.0,8.0,59.0,4.84,86.4,nantes:lyon
2019-07,7,2019,Intercites,toulouse,paris,89.0,0.0,17.0,89.0,0.0,80.9,toulouse:paris
2019-07,7,2019,Intercites,toulouse,paris,30.0,0.0,4.0,30.0,0.0,86.7,toulouse:paris
2019-07,7,2019,Intercites,paris,albi,25.0,3.0,7.0,22.0,12.0,68.2,paris:albi
2019-08,8,2019,Intercites,paris,caen,230.0,3.0,33.0,227.0,1.3,85.5,paris:caen
2019-08,8,2019,Intercites,paris,trouville-deauville,128.0,0.0,20.0,128.0,0.0,84.4,paris:trouville-deauville
2019-08,8,2019,Intercites,le-havre,paris,276.0,1.0,16.0,275.0,0.36,94.2,le-havre:paris
2019-09,9,2019,Intercites,trouville-deauville,paris,88.0,1.0,9.0,87.0,1.14,89.7,trouville-deauville:paris
2019-09,9,2019,Intercites,paris,le-havre,339.0,4.0,39.0,335.0,1.18,88.4,paris:le-havre
2019-09,9,2019,Intercites,clermont-ferrand,paris,219.0,2.0,33.0,217.0,0.91,84.8,clermont-ferrand:paris
2019-09,9,2019,Intercites,lyon,nantes,57.0,0.0,8.0,57.0,0.0,86.0,lyon:nantes
2019-09,9,2019,Intercites,bordeaux-st-jean,nantes,89.0,0.0,5.0,89.0,0.0,94.4,bordeaux-st-jean:nantes
2019-09,9,2019,Intercites,toulouse,bayonne,116.0,2.0,9.0,114.0,1.72,92.1,toulouse:bayonne
2019-09,9,2019,Intercites,paris,toulouse,84.0,0.0,13.0,84.0,0.0,84.5,paris:toulouse
2019-09,9,2019,Intercites,toulouse,paris,84.0,0.0,9.0,84.0,0.0,89.3,toulouse:paris
2019-09,9,2019,Intercites,toulouse,paris,28.0,0.0,1.0,28.0,0.0,96.4,toulouse:paris
2019-10,10,2019,Intercites,paris,le-havre,363.0,21.0,66.0,342.0,5.79,80.7,paris:le-havre
2019-10,10,2019,Intercites,caen,tours,65.0,5.0,9.0,60.0,7.69,85.0,caen:tours
2019-10,10,2019,Intercites,beziers,clermont-ferrand,31.0,5.0,4.0,26.0,16.13,84.6,beziers:clermont-ferrand
2019-10,10,2019,Intercites,nantes,bordeaux-st-jean,88.0,11.0,3.0,77.0,12.5,96.1,nantes:bordeaux-st-jean
2019-10,10,2019,Intercites,bordeaux-st-jean,marseille-st-charles,208.0,26.0,35.0,182.0,12.5,80.8,bordeaux-st-jean:marseille-st-charles
2019-10,10,2019,Intercites,paris,toulouse,87.0,3.0,19.0,84.0,3.45,77.4,paris:toulouse
2019-10,10,2019,Intercites,paris,toulouse,25.0,2.0,3.0,23.0,8.0,87.0,paris:toulouse
2019-10,10,2019,Intercites,albi,paris,25.0,3.0,3.0,22.0,12.0,86.4,albi:paris
2019-10,10,2019,Intercites,paris,latour-de-carol,20.0,5.0,0.0,15.0,25.0,100.0,paris:latour-de-carol
2019-11,11,2019,Intercites,paris,caen,240.0,6.0,63.0,234.0,2.5,73.1,paris:caen
2019-11,11,2019,Intercites,beziers,clermont-ferrand,30.0,1.0,3.0,29.0,3.33,89.7,beziers:clermont-ferrand
2019-11,11,2019,Intercites,nantes,lyon,56.0,0.0,3.0,56.0,0.0,94.6,nantes:lyon
2019-12,12,2019,Intercites,tours,caen,8.0,1.0,2.0,7.0,12.5,71.4,tours:caen
2019-12,12,2019,Intercites,paris,clermont-ferrand,88.0,3.0,22.0,85.0,3.41,74.1,paris:clermont-ferrand
2019-12,12,2019,Intercites,bayonne,toulouse,12.0,1.0,3.0,11.0,8.33,72.7,bayonne:toulouse
2019-12,12,2019,Intercites,bordeaux-st-jean,marseille-st-charles,48.0,2.0,22.0,46.0,4.17,52.2,bordeaux-st-jean:marseille-st-charles
2019-12,12,2019,Intercites,marseille-st-charles,bordeaux-st-jean,49.0,3.0,16.0,46.0,6.12,65.2,marseille-st-charles:bordeaux-st-jean
2019-12,12,2019,Intercites,paris,brive,72.0,1.0,18.0,71.0,1.39,74.6,paris:brive
2019-12,12,2019,Intercites,paris,toulouse,3.0,0.0,1.0,3.0,0.0,66.7,paris:toulouse
2019-12,12,2019,Intercites,briancon,paris,3.0,0.0,0.0,3.0,0.0,100.0,briancon:paris
2020-01,1,2020,Intercites,paris,clermont-ferrand,169.0,0.0,26.0,169.0,0.0,84.6,paris:clermont-ferrand
2020-01,1,2020,Intercites,beziers,clermont-ferrand,29.0,0.0,2.0,29.0,0.0,93.1,beziers:clermont-ferrand
2020-01,1,2020,Intercites,lyon,nantes,46.0,0.0,8.0,46.0,0.0,82.6,lyon:nantes
2020-01,1,2020,Intercites,hendaye,toulouse,69.0,3.0,11.0,66.0,4.35,83.3,bayonne:toulouse
2020-01,1,2020,Intercites,toulouse,hendaye,77.0,3.0,10.0,74.0,3.9,86.5,toulouse:bayonne
2020-01,1,2020,Intercites,paris,latour-de-carol,1.0,0.0,0.0,1.0,0.0,100.0,paris:latour-de-carol
2020-02,2,2020,Intercites,nantes,bordeaux-st-jean,85.0,1.0,1.0,84.0,1.18,98.8,nantes:bordeaux-st-jean
2020-02,2,2020,Intercites,marseille-st-charles,bordeaux-st-jean,203.0,1.0,68.0,202.0,0.49,66.3,marseille-st-charles:bordeaux-st-jean
2020-02,2,2020,Intercites,paris,latour-de-carol,19.0,3.0,0.0,16.0,15.79,100.0,paris:latour-de-carol
2020-02,2,2020,Intercites,briancon,paris,28.0,1.0,3.0,27.0,3.57,88.9,briancon:paris
2020-03,3,2020,Intercites,lyon,nantes,34.0,1.0,5.0,33.0,2.94,84.8,lyon:nantes
2020-03,3,2020,Intercites,nantes,bordeaux-st-jean,62.0,1.0,1.0,61.0,1.61,98.4,nantes:bordeaux-st-jean
2020-03,3,2020,Intercites,marseille-st-charles,bordeaux-st-jean,123.0,6.0,30.0,117.0,4.88,74.4,marseille-st-charles:bordeaux-st-jean
2020-03,3,2020,Intercites,paris,brive,79.0,6.0,25.0,73.0,7.59,65.8,paris:brive
2020-03,3,2020,Intercites,toulouse,paris,41.0,0.0,11.0,41.0,0.0,73.2,toulouse:paris
2020-03,3,2020,Intercites,albi,paris,11.0,0.0,0.0,11.0,0.0,100.0,albi:paris
2020-03,3,2020,Intercites,paris,latour-de-carol,12.0,2.0,0.0,10.0,16.67,100.0,paris:latour-de-carol
2020-04,4,2020,Intercites,nantes,bordeaux-st-jean,30.0,0.0,3.0,30.0,0.0,90.0,nantes:bordeaux-st-jean
2020-05,5,2020,Intercites,lyon,nantes,15.0,1.0,1.0,14.0,6.67,92.9,lyon:nantes
2020-05,5,2020,Intercites,nantes,lyon,16.0,0.0,3.0,16.0,0.0,81.2,nantes:lyon
2020-05,5,2020,Intercites,paris,toulouse,19.0,0.0,1.0,19.0,0.0,94.7,paris:toulouse
2020-05,5,2020,Intercites,toulouse,paris,18.0,1.0,6.0,17.0,5.56,64.7,toulouse:paris
2020-06,6,2020,Intercites,lyon,nantes,36.0,1.0,7.0,35.0,2.78,80.0,lyon:nantes
2020-07,7,2020,Intercites,toulouse,paris,85.0,0.0,10.0,85.0,0.0,88.2,toulouse:paris
2020-07,7,2020,Intercites,paris,briancon,27.0,0.0,14.0,27.0,0.0,48.1,paris:briancon
2020-07,7,2020,Intercites,briancon,paris,26.0,0.0,8.0,26.0,0.0,69.2,briancon:paris
2018-01,1,2018,Intercites,amiens,paris,220.0,2.0,32.0,218.0,0.91,85.3,amiens:paris
2018-01,1,2018,Intercites,st-quentin,paris,126.0,8.0,16.0,118.0,6.35,86.4,st-quentin:paris
2018-01,1,2018,Intercites,trouville-deauville,paris,80.0,5.0,7.0,75.0,6.25,90.7,trouville-deauville:paris
2018-01,1,2018,Intercites,le-havre,paris,374.0,18.0,35.0,356.0,4.81,90.2,le-havre:paris
2018-01,1,2018,Intercites,paris,le-havre,368.0,11.0,62.0,357.0,2.99,82.6,paris:le-havre
2018-01,1,2018,Intercites,rouen-rive-droite,paris,297.0,2.0,13.0,295.0,0.67,95.6,rouen-rive-droite:paris
2018-01,1,2018,Intercites,paris,rouen-rive-droite,339.0,8.0,32.0,331.0,2.36,90.3,paris:rouen-rive-droite
2018-01,1,2018,Intercites,paris,clermont-ferrand,235.0,2.0,21.0,233.0,0.85,91.0,paris:clermont-ferrand
2018-01,1,2018,Intercites,clermont-ferrand,beziers,62.0,2.0,5.0,60.0,3.23,91.7,clermont-ferrand:beziers
2018-01,1,2018,Intercites,bordeaux-st-jean,nantes,93.0,1.0,10.0,92.0,1.08,89.1,bordeaux-st-jean:nantes
2018-01,1,2018,Intercites,marseille-st-charles,bordeaux-st-jean,237.0,6.0,65.0,231.0,2.53,71.9,marseille-st-charles:bordeaux-st-jean
2018-01,1,2018,Intercites,paris,briancon,27.0,1.0,8.0,26.0,3.7,69.2,paris:briancon
2018-02,2,2018,Intercites,paris,amiens,215.0,3.0,56.0,212.0,1.4,73.6,paris:amiens
2018-02,2,2018,Intercites,paris,caen,199.0,9.0,50.0,190.0,4.52,73.7,paris:caen
2018-02,2,2018,Intercites,maubeuge,paris,148.0,0.0,14.0,148.0,0.0,90.5,maubeuge:paris
2018-02,2,2018,Intercites,bordeaux-st-jean,nantes,84.0,0.0,7.0,84.0,0.0,91.7,bordeaux-st-jean:nantes
2018-02,2,2018,Intercites,briancon,paris,28.0,2.0,3.0,26.0,7.14,88.5,briancon:paris
2018-03,3,2018,Intercites,paris,st-quentin,117.0,2.0,13.0,115.0,1.71,88.7,paris:st-quentin
2018-03,3,2018,Intercites,paris,caen,258.0,6.0,40.0,252.0,2.33,84.1,paris:caen
2018-03,3,2018,Intercites,rouen-rive-droite,paris,289.0,10.0,35.0,279.0,3.46,87.5,rouen-rive-droite:paris
2018-03,3,2018,Intercites,tours,caen,60.0,0.0,8.0,60.0,0.0,86.7,tours:caen
2018-03,3,2018,Intercites,boulogne,paris,132.0,4.0,28.0,128.0,3.03,78.1,boulogne:paris
2018-03,3,2018,Intercites,paris,maubeuge/cambrai,165.0,0.0,14.0,165.0,0.0,91.5,paris:maubeuge/cambrai
2018-03,3,2018,Intercites,cherbourg,paris,191.0,2.0,22.0,189.0,1.05,88.4,cherbourg:paris
2018-03,3,2018,Intercites,granville,paris,165.0,1.0,7.0,164.0,0.61,95.7,granville:paris
2018-03,3,2018,Intercites,paris,granville,162.0,0.0,6.0,162.0,0.0,96.3,paris:granville
2018-03,3,2018,Intercites,clermont-ferrand,beziers,63.0,3.0,4.0,60.0,4.76,93.3,clermont-ferrand:beziers
2018-03,3,2018,Intercites,nantes,bordeaux-st-jean,90.0,0.0,12.0,90.0,0.0,86.7,nantes:bordeaux-st-jean
2018-03,3,2018,Intercites,toulouse,bayonne,117.0,1.0,11.0,116.0,0.85,90.5,toulouse:bayonne
2018-03,3,2018,Intercites,paris,albi,5.0,1.0,2.0,4.0,20.0,50.0,paris:albi
2018-03,3,2018,Intercites,paris,briancon,27.0,0.0,6.0,27.0,0.0,77.8,paris:briancon
2018-04,4,2018,Intercites,amiens,paris,131.0,0.0,47.0,131.0,0.0,64.1,amiens:paris
2018-04,4,2018,Intercites,paris,trouville-deauville,6.0,0.0,0.0,6.0,0.0,100.0,paris:trouville-deauville
