ID;Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard;empty
INT_5_B;2017-05;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;114;113;1;20;82.3;4.7;TOURS:PARIS-AUSTERLITZ
INT_19_A;2017-05;Paris Centre Sud;BOURGES;PARIS-AUSTERLITZ;115;114;1;21;81.6;4.4;BOURGES:PARIS-AUSTERLITZ
INT_23_A;2017-05;Paris Centre Sud;CLERMONT-FERRAND;NÎMES;0;0;0;0;0.0;0.0;CLERMONT-FERRAND:NÎMES
INT_24_A;2017-05;Méditerranée Atlantique;LIMOGES;BORDEAUX-ST-JEAN;32;30;2;4;86.7;6.5;LIMOGES:BORDEAUX-ST-JEAN
INT_26_A;2017-05;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;117;114;3;20;82.5;4.7;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_26_B;2017-05;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;127;126;1;31;75.4;3.1;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_27_B;2017-05;Paris Centre Sud;TOULOUSE/CERBERE;PARIS-AUSTERLITZ;101;100;1;29;71.0;2.4;TOULOUSE/CERBERE:PARIS-AUSTERLITZ
INT_28_B;2017-05;Paris Centre Sud;TOULOUSE-MATABIAU/RODEZ;PARIS-AUSTERLITZ;50;50;0;2;96.0;24.0;TOULOUSE-MATABIAU/RODEZ:PARIS-AUSTERLITZ
INT_33_A;2017-05;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;11;11;0;4;63.6;1.8;PARIS-AUSTERLITZ:NICE-VILLE
INT_17_A;2017-06;Nord Est;PARIS-NORD;MAUBEUGE;278;277;1;51;81.6;4.4;PARIS-NORD:MAUBEUGE
INT_11_B;2017-06;Paris Centre Sud;PARIS-BERCY;CLERMONT-FERRAND;212;211;1;58;72.5;2.6;PARIS-BERCY:CLERMONT-FERRAND
INT_21_B;2017-06;Normandie;CHERBOURG;PARIS-ST-LAZARE;211;207;4;16;92.3;11.9;CHERBOURG:PARIS-ST-LAZARE
INT_22_A;2017-06;Normandie;PARIS-ST-LAZARE;CHERBOURG;193;193;0;26;86.5;6.4;PARIS-ST-LAZARE:CHERBOURG
INT_2_B;2017-06;Nord Est;BELFORT;PARIS-EST;129;127;2;17;86.6;6.5;BELFORT:PARIS-EST
INT_23_A;2017-06;Paris Centre Sud;CLERMONT-FERRAND;NÎMES;0;0;0;0;0.0;0.0;CLERMONT-FERRAND:NÎMES
INT_17_B;2017-06;Méditerranée Atlantique;BORDEAUX-ST-JEAN;LIMOGES;30;29;1;4;86.2;6.3;BORDEAUX-ST-JEAN:LIMOGES
INT_22_B;2017-06;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;180;176;4;55;68.8;2.2;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_31_A;2017-06;Paris Centre Sud;BOURG-ST-MAURICE/ST-GERVAIS;PARIS-AUSTERLITZ;0;0;0;0;0.0;0.0;BOURG-ST-MAURICE/ST-GERVAIS:PARIS-AUSTERLITZ
INT_32_B;2017-06;Paris Centre Sud;PARIS-AUSTERLITZ;BRIANÇON;24;24;0;20;16.7;0.2;PARIS-AUSTERLITZ:BRIANÇON
INT_33_A;2017-06;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;27;26;1;16;38.5;0.6;PARIS-AUSTERLITZ:NICE-VILLE
INT_4_A;2017-07;Paris Centre Sud;PARIS-AUSTERLITZ;ORLÉANS;339;336;3;83;75.3;3.0;PARIS-AUSTERLITZ:ORLÉANS
INT_11_A;2017-07;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;260;258;2;25;90.3;9.3;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_13_A;2017-07;Normandie;CAEN;TOURS;67;67;0;13;80.6;4.2;CAEN:TOURS
INT_14_A;2017-07;Normandie;TOURS;CAEN;62;62;0;15;75.8;3.1;TOURS:CAEN
INT_18_A;2017-07;Paris Centre Sud;PARIS-AUSTERLITZ;TOURS;124;123;1;20;83.7;5.2;PARIS-AUSTERLITZ:TOURS
INT_18_B;2017-07;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;122;122;0;9;92.6;12.6;PARIS-AUSTERLITZ:BOURGES
INT_6_B;2017-07;Nord Est;TROYES;PARIS-EST;238;235;3;29;87.7;7.1;TROYES:PARIS-EST
INT_4_B;2017-07;Paris Centre Sud;NEVERS;PARIS-BERCY;137;132;5;30;77.3;3.4;NEVERS:PARIS-BERCY
INT_2_B;2017-07;Nord Est;BELFORT;PARIS-EST;135;133;2;18;86.5;6.4;BELFORT:PARIS-EST
INT_17_B;2017-07;Méditerranée Atlantique;BORDEAUX-ST-JEAN;LIMOGES;31;31;0;4;87.1;6.8;BORDEAUX-ST-JEAN:LIMOGES
INT_26_B;2017-07;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;215;215;0;23;89.3;8.3;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_29_B;2017-07;Paris Centre Sud;PARIS-AUSTERLITZ;CERBÈRE;25;24;1;18;25.0;0.3;PARIS-AUSTERLITZ: CERBÈRE
INT_1_A;2017-08;Nord Est;AMIENS;PARIS-NORD;202;202;0;22;89.1;8.2;AMIENS: PARIS-NORD
INT_6_A;2017-08;Normandie;PARIS-ST-LAZARE;CAEN;215;215;0;29;86.5;6.4;PARIS-ST-LAZARE:CAEN
INT_11_A;2017-08;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;261;258;3;20;92.2;11.9;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_14_A;2017-08;Normandie;TOURS;CAEN;62;62;0;5;91.9;11.4;TOURS:CAEN
INT_6_B;2017-08;Nord Est;TROYES;PARIS-EST;248;245;3;34;86.1;6.2;TROYES:PARIS-EST
INT_13_B;2017-08;Paris Centre Sud;PARIS-BERCY;NEVERS;140;138;2;24;82.6;4.8;PARIS-BERCY:NEVERS
INT_20_B;2017-08;Nord Est;PARIS-EST;BELFORT;134;133;1;12;91.0;10.1;PARIS-EST:BELFORT
INT_1_B;2017-08;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;32;31;1;13;58.1;1.4;NÎMES:CLERMONT-FERRAND
INT_19_B;2017-08;Paris Centre Sud;BÉZIERS;CLERMONT-FERRAND;62;61;1;4;93.4;14.3;BÉZIERS:CLERMONT-FERRAND
INT_25_A;2017-08;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NANTES;94;93;1;39;58.1;1.4;BORDEAUX-ST-JEAN:NANTES
INT_25_B;2017-08;Méditerranée Atlantique;HENDAYE;TOULOUSE-MATABIAU;124;123;1;8;93.5;14.4;HENDAYE:TOULOUSE-MATABIAU
INT_26_B;2017-08;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;220;218;2;19;91.3;10.5;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_7_A;2017-09;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;85;84;1;10;88.1;7.4;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_35_A;2017-09;Normandie;LE HAVRE;PARIS-ST-LAZARE;345;343;2;38;88.9;8.0;LE HAVRE:PARIS-ST-LAZARE
INT_3_B;2017-09;Nord Est;BOULOGNE-VILLE;PARIS-NORD;147;142;5;28;80.3;4.1;BOULOGNE-VILLE:PARIS-NORD
INT_15_A;2017-09;Nord Est;PARIS-NORD;BOULOGNE-VILLE;148;145;3;17;88.3;7.5;PARIS-NORD:BOULOGNE-VILLE
INT_5_B;2017-09;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;117;117;0;27;76.9;3.3;TOURS:PARIS-AUSTERLITZ
INT_13_B;2017-09;Paris Centre Sud;PARIS-BERCY;NEVERS;145;144;1;30;79.2;3.8;PARIS-BERCY:NEVERS
INT_8_B;2017-09;Normandie;GRANVILLE;PARIS-VAUGIRARD;157;157;0;15;90.4;9.5;GRANVILLE:PARIS-VAUGIRARD
INT_14_B;2017-09;Normandie;PARIS-VAUGIRARD;GRANVILLE;159;159;0;13;91.8;11.2;PARIS-VAUGIRARD:GRANVILLE
INT_20_B;2017-09;Nord Est;PARIS-EST;BELFORT;129;128;1;7;94.5;17.3;PARIS-EST:BELFORT
INT_9_B;2017-09;Méditerranée Atlantique;LYON-PART-DIEU;NANTES;52;52;0;11;78.8;3.7;LYON-PART-DIEU:NANTES
INT_17_B;2017-09;Méditerranée Atlantique;BORDEAUX-ST-JEAN;LIMOGES;28;28;0;5;82.1;4.6;BORDEAUX-ST-JEAN:LIMOGES
INT_15_B;2017-09;Méditerranée Atlantique;NANTES;BORDEAUX-ST-JEAN;88;87;1;19;78.2;3.6;NANTES:BORDEAUX-ST-JEAN
INT_25_B;2017-09;Méditerranée Atlantique;HENDAYE;TOULOUSE-MATABIAU;112;111;1;10;91.0;10.1;HENDAYE:TOULOUSE-MATABIAU
INT_26_B;2017-09;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;191;191;0;32;83.2;5.0;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_28_A;2017-09;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/RODEZ;61;58;3;8;86.2;6.3;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU/RODEZ
INT_30_A;2017-09;Paris Centre Sud;HENDAYE;PARIS-AUSTERLITZ;0;0;0;0;0.0;0.0;HENDAYE:PARIS-AUSTERLITZ
INT_5_A;2017-10;Normandie;CAEN;PARIS-ST-LAZARE;192;188;4;45;76.1;3.2;CAEN:PARIS-ST-LAZARE
INT_8_A;2017-10;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;76;75;1;22;70.7;2.4;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_35_A;2017-10;Normandie;LE HAVRE;PARIS-ST-LAZARE;337;334;3;38;88.6;7.8;LE HAVRE:PARIS-ST-LAZARE
INT_18_B;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;118;118;0;14;88.1;7.4;PARIS-AUSTERLITZ:BOURGES
INT_21_B;2017-10;Normandie;CHERBOURG;PARIS-ST-LAZARE;206;201;5;32;84.1;5.3;CHERBOURG:PARIS-ST-LAZARE
INT_20_B;2017-10;Nord Est;PARIS-EST;BELFORT;128;128;0;9;93.0;13.2;PARIS-EST:BELFORT
INT_2_B;2017-10;Nord Est;BELFORT;PARIS-EST;129;129;0;16;87.6;7.1;BELFORT:PARIS-EST
INT_23_A;2017-10;Paris Centre Sud;CLERMONT-FERRAND;NÎMES;30;30;0;0;100.0;0.0;CLERMONT-FERRAND:NÎMES
INT_9_B;2017-10;Méditerranée Atlantique;LYON-PART-DIEU;NANTES;59;58;1;7;87.9;7.3;LYON-PART-DIEU:NANTES
INT_15_B;2017-10;Méditerranée Atlantique;NANTES;BORDEAUX-ST-JEAN;85;82;3;32;61.0;1.6;NANTES:BORDEAUX-ST-JEAN
INT_26_A;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;197;196;1;20;89.8;8.8;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_30_B;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;HENDAYE;0;0;0;0;0.0;0.0;PARIS-AUSTERLITZ:HENDAYE
INT_8_A;2017-11;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;82;77;5;18;76.6;3.3;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_35_A;2017-11;Normandie;LE HAVRE;PARIS-ST-LAZARE;356;347;9;34;90.2;9.2;LE HAVRE:PARIS-ST-LAZARE
INT_35_B;2017-11;Normandie;PARIS-ST-LAZARE;LE HAVRE;347;344;3;42;87.8;7.2;PARIS-ST-LAZARE:LE HAVRE
INT_11_A;2017-11;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;313;311;2;29;90.7;9.7;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_20_A;2017-11;Nord Est;PARIS-EST;TROYES;220;219;1;25;88.6;7.8;PARIS-EST:TROYES
INT_21_A;2017-11;Paris Centre Sud;CLERMONT-FERRAND;PARIS-BERCY;228;227;1;51;77.5;3.5;CLERMONT-FERRAND:PARIS-BERCY
INT_11_B;2017-11;Paris Centre Sud;PARIS-BERCY;CLERMONT-FERRAND;228;228;0;32;86.0;6.1;PARIS-BERCY:CLERMONT-FERRAND
INT_10_B;2017-11;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NICE-VILLE;188;184;4;46;75.0;3.0;BORDEAUX-ST-JEAN:NICE-VILLE
INT_22_B;2017-11;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;179;175;4;33;81.1;4.3;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_23_B;2017-11;Paris Centre Sud;LIMOGES;PARIS-AUSTERLITZ;0;0;0;0;0.0;0.0;LIMOGES:PARIS-AUSTERLITZ
INT_27_A;2017-11;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE/CERBERE;86;86;0;18;79.1;3.8;PARIS-AUSTERLITZ:TOULOUSE/CERBERE
INT_27_B;2017-11;Paris Centre Sud;TOULOUSE/CERBERE;PARIS-AUSTERLITZ;86;86;0;18;79.1;3.8;TOULOUSE/CERBERE:PARIS-AUSTERLITZ
INT_31_B;2017-11;Paris Centre Sud;PARIS-AUSTERLITZ;BOURG-ST-MAURICE/ST-GERVAIS;0;0;0;0;0.0;0.0;PARIS-AUSTERLITZ:BOURG-ST-MAURICE/ST-GERVAIS
INT_32_B;2017-11;Paris Centre Sud;PARIS-AUSTERLITZ;BRIANÇON;28;27;1;7;74.1;2.9;PARIS-AUSTERLITZ:BRIANÇON
INT_35_A;2017-12;Normandie;LE HAVRE;PARIS-ST-LAZARE;361;353;8;63;82.2;4.6;LE HAVRE:PARIS-ST-LAZARE
INT_11_A;2017-12;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;328;323;5;31;90.4;9.4;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_12_A;2017-12;Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;296;290;6;35;87.9;7.3;PARIS-ST-LAZARE:ROUEN-RIVE-DROITE
INT_13_A;2017-12;Normandie;CAEN;TOURS;68;68;0;10;85.3;5.8;CAEN:TOURS
INT_14_A;2017-12;Normandie;TOURS;CAEN;62;62;0;21;66.1;2.0;TOURS:CAEN
INT_17_A;2017-12;Nord Est;PARIS-NORD;MAUBEUGE;295;291;4;45;84.5;5.5;PARIS-NORD:MAUBEUGE
INT_19_A;2017-12;Paris Centre Sud;BOURGES;PARIS-AUSTERLITZ;32;30;2;6;80.0;4.0;BOURGES:PARIS-AUSTERLITZ
INT_6_B;2017-12;Nord Est;TROYES;PARIS-EST;63;62;1;6;90.3;9.3;TROYES:PARIS-EST
INT_25_B;2017-12;Méditerranée Atlantique;HENDAYE;TOULOUSE-MATABIAU;35;35;0;4;88.6;7.8;HENDAYE:TOULOUSE-MATABIAU
INT_26_A;2017-12;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;193;193;0;27;86.0;6.1;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_26_B;2017-12;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;205;203;2;45;77.8;3.5;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_27_B;2017-12;Paris Centre Sud;TOULOUSE/CERBERE;PARIS-AUSTERLITZ;87;87;0;10;88.5;7.7;TOULOUSE/CERBERE:PARIS-AUSTERLITZ
INT_30_B;2017-12;Paris Centre Sud;PARIS-AUSTERLITZ;HENDAYE;0;0;0;0;0.0;0.0;PARIS-AUSTERLITZ:HENDAYE
INT_31_B;2017-12;Paris Centre Sud;PARIS-AUSTERLITZ;BOURG-ST-MAURICE/ST-GERVAIS;0;0;0;0;0.0;0.0;PARIS-AUSTERLITZ:BOURG-ST-MAURICE/ST-GERVAIS
INT_33_A;2017-12;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;9;9;0;2;77.8;3.5;PARIS-AUSTERLITZ:NICE-VILLE
INT_15_A;2018-01;Nord;PARIS-NORD;BOULOGNE-VILLE;152;147;5;21;85.7;6.0;PARIS-NORD:BOULOGNE-VILLE
INT_12_B;2018-01;Méditerranée Atlantique;NANTES;LYON;65;62;3;6;90.3;9.3;NANTES:LYON
INT_27_B;2018-01;Paris Centre Sud;CERBERE/TOULOUSE;PARIS-AUSTERLITZ;29;29;0;3;89.7;8.7;CERBERE/TOULOUSE:PARIS-AUSTERLITZ
INT_1_A;2018-02;Nord;AMIENS;PARIS-NORD;218;213;5;48;77.5;3.4;AMIENS:PARIS-NORD
INT_7_A;2018-02;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;53;51;2;10;80.4;4.1;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_8_A;2018-02;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;52;51;1;18;64.7;1.8;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_15_A;2018-02;Nord;PARIS-NORD;BOULOGNE-VILLE;124;119;5;19;84.0;5.3;PARIS-NORD:BOULOGNE-VILLE
INT_21_B;2018-02;Normandie;CHERBOURG;PARIS-ST-LAZARE;157;155;2;36;76.8;3.3;CHERBOURG:PARIS-ST-LAZARE
INT_8_B;2018-02;Normandie;GRANVILLE;PARIS-VAUGIRARD;155;154;1;15;90.3;9.3;GRANVILLE:PARIS-VAUGIRARD
INT_11_B;2018-02;Paris Centre Sud;PARIS-BERCY;CLERMONT-FERRAND;211;210;1;25;88.1;7.4;PARIS-BERCY:CLERMONT-FERRAND
INT_19_B;2018-02;Paris Centre Sud;BÉZIERS;CLERMONT-FERRAND;56;56;0;3;94.6;17.7;BÉZIERS:CLERMONT-FERRAND
INT_12_B;2018-02;Méditerranée Atlantique;NANTES;LYON;56;56;0;12;78.6;3.7;NANTES:LYON
INT_22_B;2018-02;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;215;203;12;65;68.0;2.1;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_40_B;2018-02;Paris Centre Sud;ALBI/RODEZ;PARIS-AUSTERLITZ;7;6;1;4;33.3;0.5;ALBI/RODEZ:PARIS-AUSTERLITZ
INT_41_A;2018-02;Paris Centre Sud;PARIS-AUSTERLITZ;LATOUR-DE-CAROL;28;20;8;9;55.0;1.2;PARIS-AUSTERLITZ:LATOUR-DE-CAROL
INT_8_A;2018-03;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;82;81;1;19;76.5;3.3;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_22_A;2018-03;Normandie;PARIS-ST-LAZARE;CHERBOURG;201;199;2;36;81.9;4.5;PARIS-ST-LAZARE:CHERBOURG
INT_9_B;2018-03;Méditerranée Atlantique;LYON;NANTES;52;51;1;2;96.1;24.5;LYON:NANTES
INT_26_A;2018-03;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;236;235;1;13;94.5;17.1;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_39_A;2018-03;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU;44;40;4;5;87.5;7.0;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU
INT_39_B;2018-03;Paris Centre Sud;TOULOUSE-MATABIAU;PARIS-AUSTERLITZ;40;37;3;8;78.4;3.6;TOULOUSE-MATABIAU:PARIS-AUSTERLITZ
INT_27_A;2018-03;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/CERBERE;27;27;0;3;88.9;8.0;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU/CERBERE
INT_42_A;2018-03;Paris Centre Sud;BRIANÇON;PARIS-AUSTERLITZ;27;27;0;3;88.9;8.0;BRIANÇON:PARIS-AUSTERLITZ
INT_2_A;2018-04;Nord;PARIS-NORD;AMIENS;130;129;1;35;72.9;2.7;PARIS-NORD:AMIENS
INT_34_B;2018-04;Nord;PARIS-NORD;ST-QUENTIN;74;73;1;9;87.7;7.1;PARIS-NORD:ST-QUENTIN
INT_22_A;2018-04;Normandie;PARIS-ST-LAZARE;CHERBOURG;130;129;1;39;69.8;2.3;PARIS-ST-LAZARE:CHERBOURG
INT_14_B;2018-04;Normandie;PARIS-VAUGIRARD;GRANVILLE;97;96;1;5;94.8;18.2;PARIS-VAUGIRARD:GRANVILLE
INT_34_B;2018-05;Nord;PARIS-NORD;ST-QUENTIN;76;73;3;22;69.9;2.3;PARIS-NORD:ST-QUENTIN
INT_5_A;2018-05;Normandie;CAEN;PARIS-ST-LAZARE;138;136;2;25;81.6;4.4;CAEN:PARIS-ST-LAZARE
INT_7_A;2018-05;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;11;11;0;1;90.9;10.0;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_8_A;2018-05;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;11;11;0;0;100.0;0.0;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_21_B;2018-05;Normandie;CHERBOURG;PARIS-ST-LAZARE;130;128;2;35;72.7;2.7;CHERBOURG:PARIS-ST-LAZARE
INT_8_B;2018-05;Normandie;GRANVILLE;PARIS-VAUGIRARD;137;136;1;7;94.9;18.4;GRANVILLE:PARIS-VAUGIRARD
INT_11_B;2018-05;Paris Sud;PARIS-BERCY;CLERMONT-FERRAND;187;184;3;28;84.8;5.6;PARIS-BERCY:CLERMONT-FERRAND
INT_9_B;2018-05;Méditerranée Atlantique;LYON;NANTES;30;29;1;7;75.9;3.1;LYON:NANTES
INT_37_A;2018-05;Méditerranée Atlantique;BAYONNE;TOULOUSE-MATABIAU;56;56;0;4;92.9;13.0;BAYONNE:TOULOUSE-MATABIAU
INT_37_B;2018-05;Méditerranée Atlantique;TOULOUSE-MATABIAU;BAYONNE;58;57;1;8;86.0;6.1;TOULOUSE-MATABIAU:BAYONNE
INT_26_A;2018-05;Paris Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;102;98;4;18;81.6;4.4;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_34_A;2018-06;Nord;ST-QUENTIN;PARIS-NORD;100;98;2;23;76.5;3.3;ST-QUENTIN:PARIS-NORD
INT_6_A;2018-06;Normandie;PARIS-ST-LAZARE;CAEN;153;151;2;26;82.8;4.8;PARIS-ST-LAZARE:CAEN
INT_3_B;2018-06;Nord;BOULOGNE-VILLE;PARIS-NORD;110;110;0;24;78.2;3.6;BOULOGNE-VILLE:PARIS-NORD
INT_22_A;2018-06;Normandie;PARIS-ST-LAZARE;CHERBOURG;153;152;1;36;76.3;3.2;PARIS-ST-LAZARE:CHERBOURG
INT_21_A;2018-06;Paris Sud;CLERMONT-FERRAND;PARIS-BERCY;200;199;1;40;79.9;4.0;CLERMONT-FERRAND:PARIS-BERCY
INT_37_A;2018-06;Méditerranée Atlantique;BAYONNE;TOULOUSE-MATABIAU;58;57;1;5;91.2;10.4;BAYONNE:TOULOUSE-MATABIAU
INT_22_B;2018-06;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;159;158;1;58;63.3;1.7;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_27_B;2018-06;Paris Sud;CERBERE/TOULOUSE;PARIS-AUSTERLITZ;11;11;0;2;81.8;4.5;CERBERE/TOULOUSE:PARIS-AUSTERLITZ
INT_2_A;2018-07;Nord;PARIS-NORD;AMIENS;223;218;5;67;69.3;2.3;PARIS-NORD:AMIENS
INT_34_B;2018-07;Nord;PARIS-NORD;ST-QUENTIN;126;126;0;24;81.0;4.3;PARIS-NORD:ST-QUENTIN
INT_14_A;2018-07;Normandie;TOURS;CAEN;58;58;0;5;91.4;10.6;TOURS:CAEN
INT_7_B;2018-07;Paris Centre Sud;CLERMONT-FERRAND;BÉZIERS;54;54;0;7;87.0;6.7;CLERMONT-FERRAND:BÉZIERS
INT_12_B;2018-07;Méditerranée Atlantique;NANTES;LYON;59;59;0;17;71.2;2.5;NANTES:LYON
INT_37_A;2018-07;Méditerranée Atlantique;BAYONNE;TOULOUSE-MATABIAU;91;85;6;19;77.6;3.5;BAYONNE:TOULOUSE-MATABIAU
INT_39_A;2018-07;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU;90;88;2;17;80.7;4.2;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU
INT_41_B;2018-07;Paris Centre Sud;LATOUR-DE-CAROL;PARIS-AUSTERLITZ;26;24;2;4;83.3;5.0;LATOUR-DE-CAROL:PARIS-AUSTERLITZ
INT_34_A;2018-08;Nord;ST-QUENTIN;PARIS-NORD;122;120;2;18;85.0;5.7;ST-QUENTIN:PARIS-NORD
INT_6_A;2018-08;Normandie;PARIS-ST-LAZARE;CAEN;263;256;7;25;90.2;9.2;PARIS-ST-LAZARE:CAEN
INT_35_A;2018-08;Normandie;LE-HAVRE;PARIS-ST-LAZARE;304;304;0;29;90.5;9.5;LE-HAVRE:PARIS-ST-LAZARE
INT_13_A;2018-08;Normandie;CAEN;TOURS;66;64;2;6;90.6;9.7;CAEN:TOURS
INT_15_A;2018-08;Nord;PARIS-NORD;BOULOGNE-VILLE;142;140;2;14;90.0;9.0;PARIS-NORD:BOULOGNE-VILLE
INT_36_A;2018-08;Nord;CAMBRAI/MAUBEUGE;PARIS-NORD;173;172;1;16;90.7;9.8;CAMBRAI/MAUBEUGE:PARIS-NORD
INT_22_A;2018-08;Normandie;PARIS-ST-LAZARE;CHERBOURG;208;206;2;28;86.4;6.4;PARIS-ST-LAZARE:CHERBOURG
INT_21_A;2018-08;Paris Centre Sud;CLERMONT-FERRAND;PARIS-BERCY;218;213;5;23;89.2;8.3;CLERMONT-FERRAND:PARIS-BERCY
INT_11_B;2018-08;Paris Centre Sud;PARIS-BERCY;CLERMONT-FERRAND;213;212;1;17;92.0;11.5;PARIS-BERCY:CLERMONT-FERRAND
INT_37_B;2018-08;Méditerranée Atlantique;TOULOUSE-MATABIAU;BAYONNE;113;112;1;31;72.3;2.6;TOULOUSE-MATABIAU:BAYONNE
INT_26_A;2018-08;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;206;204;2;24;88.2;7.5;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_41_A;2018-08;Paris Centre Sud;PARIS-AUSTERLITZ;LATOUR-DE-CAROL;30;30;0;0;100.0;0.0;PARIS-AUSTERLITZ:LATOUR-DE-CAROL
INT_7_A;2018-09;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;75;73;2;7;90.4;9.4;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_11_A;2018-09;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;284;277;7;32;88.4;7.7;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_12_A;2018-09;Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;320;313;7;35;88.8;7.9;PARIS-ST-LAZARE:ROUEN-RIVE-DROITE
INT_14_A;2018-09;Normandie;TOURS;CAEN;60;60;0;5;91.7;11.0;TOURS:CAEN
