ID;Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard;empty
INT_7_A;2017-07;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;132;132;0;19;85.6;5.9;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_16_A;2017-07;Nord Est;MAUBEUGE;PARIS-NORD;270;270;0;24;91.1;10.3;MAUBEUGE:PARIS-NORD
INT_19_A;2017-07;Paris Centre Sud;BOURGES;PARIS-AUSTERLITZ;124;124;0;13;89.5;8.5;BOURGES:PARIS-AUSTERLITZ
INT_20_A;2017-07;Nord Est;PARIS-EST;TROYES;236;233;3;48;79.4;3.9;PARIS-EST:TROYES
INT_8_B;2017-07;Normandie;GRANVILLE;PARIS-VAUGIRARD;171;167;4;14;91.6;10.9;GRANVILLE:PARIS-VAUGIRARD
INT_14_B;2017-07;Normandie;PARIS-VAUGIRARD;GRANVILLE;165;162;3;15;90.7;9.8;PARIS-VAUGIRARD:GRANVILLE
INT_23_A;2017-07;Paris Centre Sud;CLERMONT-FERRAND;NÎMES;31;31;0;8;74.2;2.9;CLERMONT-FERRAND:NÎMES
INT_1_B;2017-07;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;31;30;1;12;60.0;1.5;NÎMES:CLERMONT-FERRAND
INT_19_B;2017-07;Paris Centre Sud;BÉZIERS;CLERMONT-FERRAND;63;62;1;3;95.2;19.7;BÉZIERS:CLERMONT-FERRAND
INT_9_B;2017-07;Méditerranée Atlantique;LYON-PART-DIEU;NANTES;58;57;1;4;93.0;13.3;LYON-PART-DIEU:NANTES
INT_25_B;2017-07;Méditerranée Atlantique;HENDAYE;TOULOUSE-MATABIAU;126;124;2;15;87.9;7.3;HENDAYE:TOULOUSE-MATABIAU
INT_26_A;2017-07;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;203;203;0;18;91.1;10.3;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_28_A;2017-07;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/RODEZ;85;81;4;13;84.0;5.2;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU/RODEZ
INT_2_A;2017-08;Nord Est;PARIS-NORD;AMIENS;198;198;0;36;81.8;4.5;PARIS-NORD:AMIENS
INT_3_A;2017-08;Paris Centre Sud;ORLÉANS;PARIS-AUSTERLITZ;356;356;0;33;90.7;9.8;ORLÉANS:PARIS-AUSTERLITZ
INT_4_A;2017-08;Paris Centre Sud;PARIS-AUSTERLITZ;ORLÉANS;347;346;1;62;82.1;4.6;PARIS-AUSTERLITZ:ORLÉANS
INT_5_A;2017-08;Normandie;CAEN;PARIS-ST-LAZARE;194;193;1;14;92.7;12.8;CAEN:PARIS-ST-LAZARE
INT_3_B;2017-08;Nord Est;BOULOGNE-VILLE;PARIS-NORD;150;149;1;21;85.9;6.1;BOULOGNE-VILLE:PARIS-NORD
INT_19_A;2017-08;Paris Centre Sud;BOURGES;PARIS-AUSTERLITZ;126;124;2;11;91.1;10.3;BOURGES:PARIS-AUSTERLITZ
INT_21_B;2017-08;Normandie;CHERBOURG;PARIS-ST-LAZARE;224;223;1;10;95.5;21.3;CHERBOURG:PARIS-ST-LAZARE
INT_8_B;2017-08;Normandie;GRANVILLE;PARIS-VAUGIRARD;168;164;4;15;90.9;9.9;GRANVILLE:PARIS-VAUGIRARD
INT_9_B;2017-08;Méditerranée Atlantique;LYON-PART-DIEU;NANTES;57;57;0;10;82.5;4.7;LYON-PART-DIEU:NANTES
INT_17_B;2017-08;Méditerranée Atlantique;BORDEAUX-ST-JEAN;LIMOGES;31;31;0;0;100.0;0.0;BORDEAUX-ST-JEAN:LIMOGES
INT_16_B;2017-08;Méditerranée Atlantique;TOULOUSE-MATABIAU;HENDAYE;125;123;2;28;77.2;3.4;TOULOUSE-MATABIAU:HENDAYE
INT_22_B;2017-08;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;188;186;2;59;68.3;2.2;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_27_A;2017-08;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE/CERBERE;88;88;0;19;78.4;3.6;PARIS-AUSTERLITZ:TOULOUSE/CERBERE
INT_28_A;2017-08;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/RODEZ;92;91;1;9;90.1;9.1;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU/RODEZ
INT_32_A;2017-08;Paris Centre Sud;BRIANÇON/NICE-VILLE;PARIS-AUSTERLITZ;60;60;0;26;56.7;1.3;BRIANÇON/NICE-VILLE:PARIS-AUSTERLITZ
INT_1_A;2017-09;Nord Est;AMIENS;PARIS-NORD;217;216;1;38;82.4;4.7;AMIENS: PARIS-NORD
INT_5_A;2017-09;Normandie;CAEN;PARIS-ST-LAZARE;185;185;0;25;86.5;6.4;CAEN:PARIS-ST-LAZARE
INT_6_A;2017-09;Normandie;PARIS-ST-LAZARE;CAEN;208;208;0;28;86.5;6.4;PARIS-ST-LAZARE:CAEN
INT_8_A;2017-09;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;82;80;2;15;81.3;4.3;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_12_A;2017-09;Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;275;270;5;20;92.6;12.5;PARIS-ST-LAZARE:ROUEN-RIVE-DROITE
INT_18_A;2017-09;Paris Centre Sud;PARIS-AUSTERLITZ;TOURS;114;114;0;19;83.3;5.0;PARIS-AUSTERLITZ:TOURS
INT_19_A;2017-09;Paris Centre Sud;BOURGES;PARIS-AUSTERLITZ;113;112;1;16;85.7;6.0;BOURGES:PARIS-AUSTERLITZ
INT_21_A;2017-09;Paris Centre Sud;CLERMONT-FERRAND;PARIS-BERCY;224;223;1;29;87.0;6.7;CLERMONT-FERRAND:PARIS-BERCY
INT_21_B;2017-09;Normandie;CHERBOURG;PARIS-ST-LAZARE;208;204;4;11;94.6;17.5;CHERBOURG:PARIS-ST-LAZARE
INT_2_B;2017-09;Nord Est;BELFORT;PARIS-EST;128;128;0;8;93.8;15.0;BELFORT:PARIS-EST
INT_23_A;2017-09;Paris Centre Sud;CLERMONT-FERRAND;NÎMES;28;28;0;1;96.4;27.0;CLERMONT-FERRAND:NÎMES
INT_1_B;2017-09;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;28;28;0;2;92.9;13.0;NÎMES:CLERMONT-FERRAND
INT_12_B;2017-09;Méditerranée Atlantique;NANTES;LYON-PART-DIEU;61;61;0;7;88.5;7.7;NANTES:LYON-PART-DIEU
INT_26_A;2017-09;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;184;182;2;14;92.3;12.0;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_31_A;2017-09;Paris Centre Sud;BOURG-ST-MAURICE/ST-GERVAIS;PARIS-AUSTERLITZ;0;0;0;0;0.0;0.0;BOURG-ST-MAURICE/ST-GERVAIS:PARIS-AUSTERLITZ
INT_2_A;2017-10;Nord Est;PARIS-NORD;AMIENS;225;224;1;66;70.5;2.4;PARIS-NORD:AMIENS
INT_3_A;2017-10;Paris Centre Sud;ORLÉANS;PARIS-AUSTERLITZ;335;332;3;61;81.6;4.4;ORLÉANS:PARIS-AUSTERLITZ
INT_6_A;2017-10;Normandie;PARIS-ST-LAZARE;CAEN;207;205;2;44;78.5;3.7;PARIS-ST-LAZARE:CAEN
INT_35_B;2017-10;Normandie;PARIS-ST-LAZARE;LE HAVRE;337;336;1;36;89.3;8.3;PARIS-ST-LAZARE:LE HAVRE
INT_16_A;2017-10;Nord Est;MAUBEUGE;PARIS-NORD;303;301;2;36;88.0;7.4;MAUBEUGE:PARIS-NORD
INT_18_A;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;TOURS;118;117;1;27;76.9;3.3;PARIS-AUSTERLITZ:TOURS
INT_22_A;2017-10;Normandie;PARIS-ST-LAZARE;CHERBOURG;191;189;2;30;84.1;5.3;PARIS-ST-LAZARE:CHERBOURG
INT_25_B;2017-10;Méditerranée Atlantique;HENDAYE;TOULOUSE-MATABIAU;64;62;2;7;88.7;7.9;HENDAYE:TOULOUSE-MATABIAU
INT_10_B;2017-10;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NICE-VILLE;173;172;1;39;77.3;3.4;BORDEAUX-ST-JEAN:NICE-VILLE
INT_24_B;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;LIMOGES;0;0;0;0;0.0;0.0;PARIS-AUSTERLITZ:LIMOGES
INT_26_B;2017-10;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;208;206;2;48;76.7;3.3;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_31_A;2017-10;Paris Centre Sud;BOURG-ST-MAURICE/ST-GERVAIS;PARIS-AUSTERLITZ;0;0;0;0;0.0;0.0;BOURG-ST-MAURICE/ST-GERVAIS:PARIS-AUSTERLITZ
INT_31_B;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;BOURG-ST-MAURICE/ST-GERVAIS;0;0;0;0;0.0;0.0;PARIS-AUSTERLITZ:BOURG-ST-MAURICE/ST-GERVAIS
INT_33_A;2017-10;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;24;24;0;13;45.8;0.8;PARIS-AUSTERLITZ:NICE-VILLE
INT_1_A;2017-11;Nord Est;AMIENS;PARIS-NORD;210;209;1;52;75.1;3.0;AMIENS: PARIS-NORD
INT_7_A;2017-11;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;78;76;2;15;80.3;4.1;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_5_B;2017-11;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;124;124;0;22;82.3;4.6;TOURS:PARIS-AUSTERLITZ
INT_4_B;2017-11;Paris Centre Sud;NEVERS;PARIS-BERCY;153;152;1;33;78.3;3.6;NEVERS:PARIS-BERCY
INT_8_B;2017-11;Normandie;GRANVILLE;PARIS-VAUGIRARD;163;163;0;13;92.0;11.5;GRANVILLE:PARIS-VAUGIRARD
INT_14_B;2017-11;Normandie;PARIS-VAUGIRARD;GRANVILLE;158;158;0;16;89.9;8.9;PARIS-VAUGIRARD:GRANVILLE
INT_1_B;2017-11;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;30;29;1;1;96.6;28.0;NÎMES:CLERMONT-FERRAND
INT_19_B;2017-11;Paris Centre Sud;BÉZIERS;CLERMONT-FERRAND;58;58;0;0;100.0;0.0;BÉZIERS:CLERMONT-FERRAND
INT_12_B;2017-11;Méditerranée Atlantique;NANTES;LYON-PART-DIEU;64;64;0;9;85.9;6.1;NANTES:LYON-PART-DIEU
INT_16_B;2017-11;Méditerranée Atlantique;TOULOUSE-MATABIAU;HENDAYE;0;0;0;0;0.0;0.0;TOULOUSE-MATABIAU:HENDAYE
INT_29_A;2017-11;Paris Centre Sud;CERBÈRE;PARIS-AUSTERLITZ;11;11;0;2;81.8;4.5;CERBÈRE:PARIS-AUSTERLITZ
INT_32_A;2017-11;Paris Centre Sud;BRIANÇON/NICE-VILLE;PARIS-AUSTERLITZ;55;53;2;16;69.8;2.3;BRIANÇON/NICE-VILLE:PARIS-AUSTERLITZ
INT_33_A;2017-11;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;28;27;1;15;44.4;0.8;PARIS-AUSTERLITZ:NICE-VILLE
INT_4_A;2017-12;Paris Centre Sud;PARIS-AUSTERLITZ;ORLÉANS;86;84;2;27;67.9;2.1;PARIS-AUSTERLITZ:ORLÉANS
INT_15_A;2017-12;Nord Est;PARIS-NORD;BOULOGNE-VILLE;150;147;3;32;78.2;3.6;PARIS-NORD:BOULOGNE-VILLE
INT_5_B;2017-12;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;38;38;0;6;84.2;5.3;TOURS:PARIS-AUSTERLITZ
INT_20_A;2017-12;Nord Est;PARIS-EST;TROYES;64;64;0;6;90.6;9.7;PARIS-EST:TROYES
INT_20_B;2017-12;Nord Est;PARIS-EST;BELFORT;34;34;0;4;88.2;7.5;PARIS-EST:BELFORT
INT_1_B;2017-12;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;31;31;0;4;87.1;6.8;NÎMES:CLERMONT-FERRAND
INT_24_A;2017-12;Méditerranée Atlantique;LIMOGES;BORDEAUX-ST-JEAN;9;9;0;2;77.8;3.5;LIMOGES:BORDEAUX-ST-JEAN
INT_16_B;2017-12;Méditerranée Atlantique;TOULOUSE-MATABIAU;HENDAYE;38;38;0;9;76.3;3.2;TOULOUSE-MATABIAU:HENDAYE
INT_28_A;2017-12;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/RODEZ;58;56;2;5;91.1;10.2;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU/RODEZ
INT_5_A;2018-01;Normandie;CAEN;PARIS-ST-LAZARE;215;205;10;19;90.7;9.8;CAEN:PARIS-ST-LAZARE
INT_14_A;2018-01;Normandie;TOURS;CAEN;63;62;1;7;88.7;7.9;TOURS:CAEN
INT_22_A;2018-01;Normandie;PARIS-ST-LAZARE;CHERBOURG;203;199;4;33;83.4;5.0;PARIS-ST-LAZARE:CHERBOURG
INT_21_A;2018-01;Paris Centre Sud;CLERMONT-FERRAND;PARIS-BERCY;235;234;1;27;88.5;7.7;CLERMONT-FERRAND:PARIS-BERCY
INT_9_B;2018-01;Méditerranée Atlantique;LYON;NANTES;62;61;1;7;88.5;7.7;LYON:NANTES
INT_38_A;2018-01;Méditerranée Atlantique;BORDEAUX-ST-JEAN;MARSEILLE-ST-CHARLES;237;231;6;51;77.9;3.5;BORDEAUX-ST-JEAN:MARSEILLE-ST-CHARLES
INT_26_A;2018-01;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;207;203;4;18;91.1;10.3;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_40_B;2018-01;Paris Centre Sud;ALBI/RODEZ;PARIS-AUSTERLITZ;9;8;1;0;100.0;0.0;ALBI/RODEZ:PARIS-AUSTERLITZ
INT_42_A;2018-01;Paris Centre Sud;BRIANÇON;PARIS-AUSTERLITZ;28;26;2;3;88.5;7.7;BRIANÇON:PARIS-AUSTERLITZ
INT_34_A;2018-02;Nord;ST-QUENTIN;PARIS-NORD;125;118;7;19;83.9;5.2;ST-QUENTIN:PARIS-NORD
INT_34_B;2018-02;Nord;PARIS-NORD;ST-QUENTIN;129;125;4;25;80.0;4.0;PARIS-NORD:ST-QUENTIN
INT_35_A;2018-02;Normandie;LE-HAVRE;PARIS-ST-LAZARE;293;283;10;75;73.5;2.8;LE-HAVRE:PARIS-ST-LAZARE
INT_9_B;2018-02;Méditerranée Atlantique;LYON;NANTES;58;55;3;8;85.5;5.9;LYON:NANTES
INT_37_B;2018-02;Méditerranée Atlantique;TOULOUSE-MATABIAU;BAYONNE;89;82;7;18;78.0;3.6;TOULOUSE-MATABIAU:BAYONNE
INT_39_A;2018-02;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU;80;78;2;16;79.5;3.9;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU
INT_2_A;2018-03;Nord;PARIS-NORD;AMIENS;231;229;2;51;77.7;3.5;PARIS-NORD:AMIENS
INT_7_A;2018-03;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;76;73;3;10;86.3;6.3;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_35_A;2018-03;Normandie;LE-HAVRE;PARIS-ST-LAZARE;358;356;2;40;88.8;7.9;LE-HAVRE:PARIS-ST-LAZARE
INT_35_B;2018-03;Normandie;PARIS-ST-LAZARE;LE-HAVRE;361;356;5;52;85.4;5.8;PARIS-ST-LAZARE:LE-HAVRE
INT_13_A;2018-03;Normandie;CAEN;TOURS;64;64;0;7;89.1;8.1;CAEN:TOURS
INT_12_B;2018-03;Méditerranée Atlantique;NANTES;LYON;52;51;1;4;92.2;11.8;NANTES:LYON
INT_25_A;2018-03;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NANTES;90;90;0;13;85.6;5.9;BORDEAUX-ST-JEAN:NANTES
INT_38_A;2018-03;Méditerranée Atlantique;BORDEAUX-ST-JEAN;MARSEILLE-ST-CHARLES;225;217;8;29;86.6;6.5;BORDEAUX-ST-JEAN:MARSEILLE-ST-CHARLES
INT_6_A;2018-04;Normandie;PARIS-ST-LAZARE;CAEN;125;125;0;31;75.2;3.0;PARIS-ST-LAZARE:CAEN
INT_19_B;2018-04;Paris Centre Sud;BÉZIERS;CLERMONT-FERRAND;27;27;0;3;88.9;8.0;BÉZIERS:CLERMONT-FERRAND
INT_9_B;2018-04;Méditerranée Atlantique;LYON;NANTES;28;27;1;1;96.3;26.0;LYON:NANTES
INT_12_B;2018-04;Méditerranée Atlantique;NANTES;LYON;27;27;0;6;77.8;3.5;NANTES:LYON
INT_37_B;2018-04;Méditerranée Atlantique;TOULOUSE-MATABIAU;BAYONNE;42;42;0;4;90.5;9.5;TOULOUSE-MATABIAU:BAYONNE
INT_22_B;2018-04;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;90;89;1;27;69.7;2.3;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_40_B;2018-04;Paris Centre Sud;ALBI/RODEZ;PARIS-AUSTERLITZ;6;6;0;0;100.0;0.0;ALBI/RODEZ:PARIS-AUSTERLITZ
INT_41_B;2018-04;Paris Centre Sud;LATOUR-DE-CAROL;PARIS-AUSTERLITZ;2;2;0;0;100.0;0.0;LATOUR-DE-CAROL:PARIS-AUSTERLITZ
INT_42_A;2018-04;Paris Centre Sud;BRIANÇON;PARIS-AUSTERLITZ;11;10;1;2;80.0;4.0;BRIANÇON:PARIS-AUSTERLITZ
INT_6_A;2018-05;Normandie;PARIS-ST-LAZARE;CAEN;124;123;1;21;82.9;4.9;PARIS-ST-LAZARE:CAEN
INT_35_A;2018-05;Normandie;LE-HAVRE;PARIS-ST-LAZARE;217;216;1;70;67.6;2.1;LE-HAVRE:PARIS-ST-LAZARE
INT_35_B;2018-05;Normandie;PARIS-ST-LAZARE;LE-HAVRE;209;209;0;55;73.7;2.8;PARIS-ST-LAZARE:LE-HAVRE
INT_11_A;2018-05;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;122;117;5;18;84.6;5.5;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_19_B;2018-05;Paris Sud;BÉZIERS;CLERMONT-FERRAND;38;38;0;1;97.4;37.0;BÉZIERS:CLERMONT-FERRAND
INT_39_B;2018-05;Paris Sud;TOULOUSE-MATABIAU;PARIS-AUSTERLITZ;38;38;0;5;86.8;6.6;TOULOUSE-MATABIAU:PARIS-AUSTERLITZ
INT_27_B;2018-05;Paris Sud;CERBERE/TOULOUSE;PARIS-AUSTERLITZ;7;7;0;0;100.0;0.0;CERBERE/TOULOUSE:PARIS-AUSTERLITZ
INT_8_A;2018-06;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;29;29;0;2;93.1;13.5;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_35_B;2018-06;Normandie;PARIS-ST-LAZARE;LE-HAVRE;251;248;3;81;67.3;2.1;PARIS-ST-LAZARE:LE-HAVRE
INT_14_A;2018-06;Normandie;TOURS;CAEN;36;36;0;3;91.7;11.0;TOURS:CAEN
INT_15_A;2018-06;Nord;PARIS-NORD;BOULOGNE-VILLE;103;102;1;15;85.3;5.8;PARIS-NORD:BOULOGNE-VILLE
INT_36_A;2018-06;Nord;CAMBRAI/MAUBEUGE;PARIS-NORD;125;124;1;26;79.0;3.8;CAMBRAI/MAUBEUGE:PARIS-NORD
INT_14_B;2018-06;Normandie;PARIS-VAUGIRARD;GRANVILLE;131;130;1;25;80.8;4.2;PARIS-VAUGIRARD:GRANVILLE
INT_9_B;2018-06;Méditerranée Atlantique;LYON;NANTES;45;44;1;6;86.4;6.3;LYON:NANTES
INT_40_A;2018-06;Paris Sud;PARIS-AUSTERLITZ;RODEZ/ALBI;11;11;0;0;100.0;0.0;PARIS-AUSTERLITZ:RODEZ/ALBI
INT_40_B;2018-06;Paris Sud;ALBI/RODEZ;PARIS-AUSTERLITZ;11;11;0;2;81.8;4.5;ALBI/RODEZ:PARIS-AUSTERLITZ
INT_41_A;2018-06;Paris Sud;PARIS-AUSTERLITZ;LATOUR-DE-CAROL;5;5;0;1;80.0;4.0;PARIS-AUSTERLITZ:LATOUR-DE-CAROL
INT_42_A;2018-06;Paris Sud;BRIANÇON;PARIS-AUSTERLITZ;11;10;1;1;90.0;9.0;BRIANÇON:PARIS-AUSTERLITZ
INT_34_A;2018-07;Nord;ST-QUENTIN;PARIS-NORD;121;120;1;20;83.3;5.0;ST-QUENTIN:PARIS-NORD
INT_11_A;2018-07;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;210;203;7;29;85.7;6.0;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_12_A;2018-07;Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;214;211;3;21;90.0;9.0;PARIS-ST-LAZARE:ROUEN-RIVE-DROITE
INT_15_A;2018-07;Nord;PARIS-NORD;BOULOGNE-VILLE;150;147;3;28;81.0;4.3;PARIS-NORD:BOULOGNE-VILLE
INT_21_B;2018-07;Normandie;CHERBOURG;PARIS-ST-LAZARE;196;196;0;37;81.1;4.3;CHERBOURG:PARIS-ST-LAZARE
INT_11_B;2018-07;Paris Centre Sud;PARIS-BERCY;CLERMONT-FERRAND;213;212;1;25;88.2;7.5;PARIS-BERCY:CLERMONT-FERRAND
INT_9_B;2018-07;Méditerranée Atlantique;LYON;NANTES;60;59;1;12;79.7;3.9;LYON:NANTES
INT_25_A;2018-07;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NANTES;92;92;0;13;85.9;6.1;BORDEAUX-ST-JEAN:NANTES
INT_22_B;2018-07;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;233;219;14;77;64.8;1.8;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_40_B;2018-07;Paris Centre Sud;ALBI/RODEZ;PARIS-AUSTERLITZ;24;24;0;3;87.5;7.0;ALBI/RODEZ:PARIS-AUSTERLITZ
INT_1_A;2018-08;Nord;AMIENS;PARIS-NORD;231;229;2;42;81.7;4.5;AMIENS:PARIS-NORD
INT_7_A;2018-08;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;126;125;1;12;90.4;9.4;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_26_B;2018-08;Paris Centre Sud;CAHORS/BRIVE;PARIS-AUSTERLITZ;212;210;2;17;91.9;11.4;CAHORS/BRIVE:PARIS-AUSTERLITZ
INT_39_B;2018-08;Paris Centre Sud;TOULOUSE-MATABIAU;PARIS-AUSTERLITZ;86;86;0;22;74.4;2.9;TOULOUSE-MATABIAU:PARIS-AUSTERLITZ
INT_40_A;2018-08;Paris Centre Sud;PARIS-AUSTERLITZ;RODEZ/ALBI;30;30;0;3;90.0;9.0;PARIS-AUSTERLITZ:RODEZ/ALBI
INT_1_A;2018-09;Nord Est;AMIENS;PARIS-NORD;199;197;2;53;73.1;2.7;AMIENS:PARIS-NORD
INT_8_A;2018-09;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;78;78;0;10;87.2;6.8;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_3_B;2018-09;Nord Est;BOULOGNE-VILLE;PARIS-NORD;140;140;0;29;79.3;3.8;BOULOGNE-VILLE:PARIS-NORD
INT_36_B;2018-09;Nord Est;PARIS-NORD;MAUBEUGE/CAMBRAI;154;154;0;20;87.0;6.7;PARIS-NORD:MAUBEUGE/CAMBRAI
INT_21_B;2018-09;Paris Centre Sud;CHERBOURG;PARIS-ST-LAZARE;196;196;0;10;94.9;18.6;CHERBOURG:PARIS-ST-LAZARE
INT_39_A;2018-09;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU;85;85;0;6;92.9;13.2;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU
INT_40_A;2018-09;Méditerranée Atlantique;PARIS-AUSTERLITZ;RODEZ/ALBI;30;29;1;1;96.6;28.0;PARIS-AUSTERLITZ:RODEZ/ALBI
INT_46_A;2018-09;Méditerranée Atlantique;PARIS-AUSTERLITZ;LATOUR DE CAROL;30;29;1;4;86.2;6.3;PARIS-AUSTERLITZ:LATOUR DE CAROL
INT_46_B;2018-09;Méditerranée Atlantique;LATOUR DE CAROL;PARIS-AUSTERLITZ;30;30;0;0;100.0;0.0;LATOUR DE CAROL:PARIS-AUSTERLITZ
INT_5_A;2018-10;Normandie;CAEN;PARIS-ST-LAZARE;203;202;1;36;82.2;4.6;CAEN:PARIS-ST-LAZARE
INT_13_A;2018-10;Normandie;CAEN;TOURS;66;66;0;6;90.9;10.0;CAEN:TOURS
INT_21_B;2018-10;Normandie;CHERBOURG;PARIS-ST-LAZARE;205;202;3;27;86.6;6.5;CHERBOURG:PARIS-ST-LAZARE
INT_14_B;2018-10;Normandie;PARIS-VAUGIRARD;GRANVILLE;163;163;0;14;91.4;10.6;PARIS-VAUGIRARD:GRANVILLE
INT_21_A;2018-10;Paris Sud;CLERMONT-FERRAND;PARIS-BERCY;230;223;7;31;86.1;6.2;CLERMONT-FERRAND:PARIS-BERCY
INT_38_A;2018-10;Méditerranée Atlantique;BORDEAUX-ST-JEAN;MARSEILLE-ST-CHARLES;159;139;20;44;68.3;2.2;BORDEAUX-ST-JEAN:MARSEILLE-ST-CHARLES
INT_26_B;2018-10;Paris Sud;CAHORS/BRIVE;PARIS-AUSTERLITZ;210;208;2;19;90.9;9.9;CAHORS/BRIVE:PARIS-AUSTERLITZ
INT_46_B;2018-10;Paris Sud;LATOUR DE CAROL;PARIS-AUSTERLITZ;31;30;1;4;86.7;6.5;LATOUR DE CAROL:PARIS-AUSTERLITZ
INT_1_A;2018-11;Nord Est;AMIENS;PARIS-NORD;229;226;3;75;66.8;2.0;AMIENS:PARIS-NORD
INT_14_A;2018-11;Normandie;TOURS;CAEN;76;76;0;10;86.8;6.6;TOURS:CAEN
INT_3_B;2018-11;Nord Est;BOULOGNE-VILLE;PARIS-NORD;171;166;5;42;74.7;3.0;BOULOGNE-VILLE:PARIS-NORD
INT_15_A;2018-11;Nord Est;PARIS-NORD;BOULOGNE-VILLE;169;164;5;37;77.4;3.4;PARIS-NORD:BOULOGNE-VILLE
INT_16_A;2018-11;Nord Est;CAMBRAI/MAUBEUGE;PARIS-NORD;177;173;4;40;76.9;3.3;CAMBRAI/MAUBEUGE:PARIS-NORD
INT_17_A;2018-11;Nord Est;PARIS-NORD;MAUBEUGE/CAMBRAI;177;174;3;30;82.8;4.8;PARIS-NORD:MAUBEUGE/CAMBRAI
INT_18_A;2018-11;Paris Centre Sud;PARIS-ST-LAZARE;CHERBOURG;248;245;3;79;67.8;2.1;PARIS-ST-LAZARE:CHERBOURG
INT_22_A;2018-11;Normandie;NANTES;BORDEAUX-ST-JEAN;114;113;1;27;76.1;3.2;NANTES:BORDEAUX-ST-JEAN
INT_1_B;2018-11;Paris Centre Sud;CAHORS/BRIVE;PARIS-AUSTERLITZ;333;331;2;109;67.1;2.0;CAHORS/BRIVE:PARIS-AUSTERLITZ
